hour_index,gpu_HP,gpu_Spot,cpu_HP,cpu_Spot,gpu_total,cpu_total
1310,6893.307,34.3433,176857.5803,538.1667,6927.6503,177395.7469
1311,6996.4387,40.8608,178509.2933,623.0092,7037.2996,179132.3025
1312,7108.2563,63.7344,180083.3934,939.155,7171.9907,181022.5484
1313,7163.6037,69.7086,181041.7731,1023.3528,7233.3123,182065.1258
1314,7173.9959,64.3761,181371.6681,952.9561,7238.372,182324.6242
1315,7161.6097,69.0917,181575.2406,1016.4447,7230.7014,182591.6853
1316,7173.8512,56.1297,182037.3509,841.8461,7229.9809,182879.197
1317,7146.6671,59.1183,181654.8203,885.58,7205.7854,182540.4003
1318,7123.3766,59.2372,181243.9512,883.8467,7182.6138,182127.7979
1319,7109.0126,61.6403,181013.1117,924.0239,7170.6529,181937.1356
1320,6796.2155,45.6264,176421.0092,689.3603,6841.8419,177110.3694
1321,6744.2436,41.0297,175948.0406,599.7033,6785.2734,176547.7439
1322,6701.9398,38.8864,175335.9494,584.6367,6740.8261,175920.5861
1323,6698.5651,38.8264,175402.3583,583.7178,6737.3915,175986.0761
1324,6691.0875,37.5081,175364.8956,564.0967,6728.5956,175928.9922
1325,6696.9206,39.3658,175374.2417,586.39,6736.2864,175960.6317
1326,6702.5331,36.1203,175461.8883,547.2656,6738.6534,176009.1539
1327,6705.4649,28.8458,175489.9417,456.15,6734.3107,175946.0917
1328,6701.5083,34.0308,175515.5422,518.37,6735.5392,176033.9122
1329,6690.6938,39.0303,175374.3636,580.1756,6729.7241,175954.5392
1330,6791.7025,50.8806,176769.5894,760.3044,6842.583,177529.8939
1331,6972.5112,58.6853,179514.8822,860.8189,7031.1965,180375.7011
1332,7049.1076,63.2772,180468.6139,934.62,7112.3849,181403.2339
1333,7068.156,63.1131,180765.855,922.0878,7131.2691,181687.9428
1334,7111.5295,63.7947,181557.5511,922.5764,7175.3242,182480.1275
1335,7192.654,62.2983,182976.6925,920.7928,7254.9523,183897.4853
1336,7273.6245,51.2575,183867.0858,773.3689,7324.882,184640.4547
1337,7327.4541,46.1353,184968.5008,701.2244,7373.5894,185669.7253
1338,7294.5645,38.6883,184841.0661,593.3228,7333.2528,185434.3889
1339,7314.5164,48.7703,185273.2264,718.8728,7363.2867,185992.0992
1340,7343.0801,45.1631,185414.9925,672.4411,7388.2432,186087.4336
1341,7309.7289,52.0194,184747.0039,772.1267,7361.7484,185519.1306
1342,7266.3477,44.8433,184080.2883,661.7467,7311.191,184742.035
1343,7249.3433,40.6481,183940.1853,594.7867,7289.9913,184534.9719
1344,6790.9741,29.3092,177276.1794,400.4733,6820.2833,177676.6528
1345,6779.6236,36.3575,177401.6397,639.15,6815.9811,178040.7897
1346,6775.9063,44.7344,177306.1744,885.1122,6820.6407,178191.2867
1347,6812.6353,24.9339,177778.1561,436.4794,6837.5691,178214.6356
1348,6802.1019,31.7467,177604.6539,593.1733,6833.8486,178197.8272
1349,6802.4641,33.0,177564.0472,622.0,6835.4641,178186.0472
1350,6787.2172,33.0,177526.0339,622.0,6820.2172,178148.0339
1351,6772.6534,33.0,177333.1422,622.0,6805.6534,177955.1422
1352,6783.9535,33.3389,177483.2028,625.3889,6817.2924,178108.5917
1353,6777.8295,37.2128,177434.6994,594.2172,6815.0423,178028.9167
1354,6866.2706,26.2267,178959.645,417.6386,6892.4973,179377.2836
1355,6954.6438,29.2436,180317.4844,431.3789,6983.8874,180748.8633
1356,6990.2383,37.2297,180792.75,608.4761,7027.468,181401.2261
1357,7009.062,38.0672,181126.0194,624.6244,7047.1293,181750.6439
1358,7023.5761,33.9475,181400.8333,559.0222,7057.5236,181959.8556
1359,7066.6122,35.1833,182197.45,609.7933,7101.7955,182807.2433
1360,7150.8797,40.5994,183145.0789,723.1989,7191.4791,183868.2778
1361,7230.589,34.3086,184781.5588,581.9794,7264.8976,185363.5383
1362,7246.0324,34.1156,185147.5936,557.6178,7280.1479,185705.2114
1363,7252.9934,33.6667,185155.9192,564.6867,7286.6601,185720.6058
1364,7256.3344,35.0,185112.9528,582.0,7291.3344,185694.9528
1365,7285.7657,35.0,185446.6149,582.0,7320.7657,186028.6149
1366,7273.2481,35.0,185061.0669,582.0,7308.2481,185643.0669
1367,7244.3007,34.8686,184700.5305,580.4167,7279.1693,185280.9472
1368,6871.0135,24.2919,179124.9469,429.5033,6895.3054,179554.4503
1369,6834.9971,24.8433,178462.3047,437.8067,6859.8404,178900.1114
1370,6806.8477,24.0,178164.5761,426.0,6830.8477,178590.5761
1371,6802.2908,24.0,178237.7661,426.0,6826.2908,178663.7661
1372,6791.9657,24.0367,178135.4139,426.5867,6816.0024,178562.0006
1373,6782.5479,27.1522,178147.66,472.1311,6809.7002,178619.7911
1374,6782.6599,29.0,178193.5928,498.0,6811.6599,178691.5928
1375,6785.6949,28.8544,178248.1083,495.9622,6814.5493,178744.0706
1376,6807.8973,24.1544,178361.4439,428.4711,6832.0518,178789.915
1377,6822.6183,24.1558,178579.2756,427.5583,6846.7741,179006.8339
1378,6852.4664,24.0,179149.7606,426.0,6876.4664,179575.7606
1379,6874.0084,24.0,179562.215,426.0,6898.0084,179988.215
1380,6882.871,24.0,179736.3306,426.0,6906.871,180162.3306
1381,6873.2316,24.0,179766.1481,426.0,6897.2316,180192.1481
1382,6881.5571,24.0,179819.3792,426.0,6905.5571,180245.3792
1383,6890.7145,24.0,179942.01,426.0,6914.7145,180368.01
1384,6953.845,24.0,180473.9128,426.0,6977.845,180899.9128
1385,7008.4646,24.0,181140.3864,426.0,7032.4646,181566.3864
1386,7016.9236,24.0,181235.7789,426.0,7040.9236,181661.7789
1387,7024.9465,24.0,181392.2753,426.0,7048.9465,181818.2753
1388,7024.5423,23.3078,181430.9619,420.4622,7047.8501,181851.4242
1389,7057.438,23.0,181990.6675,418.0,7080.438,182408.6675
1390,7059.646,23.0,181892.1317,418.0,7082.646,182310.1317
1391,7080.3107,24.8086,182173.6577,441.7711,7105.1193,182615.4288
1392,6812.3378,29.1233,177644.0878,503.48,6841.4611,178147.5678
1393,6794.5926,36.4425,177605.8369,585.91,6831.0351,178191.7469
1394,6769.2117,41.5628,177318.8442,644.7533,6810.7744,177963.5975
1395,6745.2084,35.8564,177149.2294,576.2767,6781.0648,177725.5061
1396,6733.0666,24.6439,177064.23,441.7267,6757.7104,177505.9567
1397,6728.2636,19.3353,176933.9781,378.0233,6747.5989,177312.0014
1398,6688.9896,19.0,176389.2022,374.0,6707.9896,176763.2022
1399,6655.2249,19.4017,175935.3839,379.6233,6674.6266,176315.0072
1400,6656.2731,19.0,175932.6322,374.0,6675.2731,176306.6322
1401,6672.8543,19.0,176067.2506,374.0,6691.8543,176441.2506
1402,6803.9358,29.4361,178401.5378,499.2333,6833.3719,178900.7711
1403,6981.4309,51.8597,180713.1453,766.6322,7033.2906,181479.7775
1404,7066.3284,60.2989,181857.6883,881.4608,7126.6273,182739.1492
1405,7032.2448,59.1022,181531.9867,875.2717,7091.347,182407.2583
1406,7058.4328,84.9411,182018.3797,969.1592,7143.3739,182987.5389
1407,7086.9194,107.8297,182599.5372,1037.0572,7194.7491,183636.5944
1408,7186.363,123.3442,184216.5736,1197.5928,7309.7072,185414.1664
1409,7276.8497,116.1322,185398.1961,1022.0744,7392.9819,186420.2706
1410,7307.0987,115.5467,185694.2264,1059.1261,7422.6454,186753.3525
1411,7344.2809,104.9203,186566.5447,1094.3717,7449.2011,187660.9164
1412,7369.1853,104.3247,187019.4481,1184.7756,7473.5101,188204.2236
1413,7358.6099,95.7861,186777.2167,1092.7183,7454.3961,187869.935
1414,7310.6975,83.2161,186258.5025,956.2028,7393.9136,187214.7053
1415,7261.8796,77.2611,185909.3986,890.5583,7339.1407,186799.9569
1416,6931.5072,40.9075,181083.9594,546.8767,6972.4147,181630.8361
1417,6872.386,43.6614,180254.935,620.7156,6916.0474,180875.6506
1418,6843.9448,38.4775,179897.6303,563.73,6882.4223,180461.3603
1419,6836.3767,46.3786,179877.2525,685.5722,6882.7553,180562.8247
1420,6847.2042,50.0319,179894.5858,755.0644,6897.2361,180649.6503
1421,6869.0963,47.6236,180056.2317,733.4833,6916.7199,180789.715
1422,6877.8803,42.62,180140.2756,658.2422,6920.5003,180798.5178
1423,6875.8939,38.6839,180176.6378,582.3256,6914.5778,180758.9633
1424,6885.4044,39.8311,180409.345,599.3822,6925.2355,181008.7272
1425,6908.5882,46.0333,180802.5533,670.4289,6954.6216,181472.9822
1426,6978.5797,60.0344,181870.1119,839.2678,7038.6141,182709.3797
1427,7037.5601,67.9083,182765.8022,937.2022,7105.4684,183703.0044
1428,7080.1181,58.2403,183430.4333,824.4856,7138.3584,184254.9189
1429,7075.3719,63.3189,183302.6283,932.195,7138.6908,184234.8233
1430,7100.2076,62.2128,183484.3497,963.7078,7162.4203,184448.0575
1431,7148.9645,58.4119,184244.5439,958.8739,7207.3764,185203.4178
1432,7234.4634,69.2608,185247.7183,1120.0572,7303.7243,186367.7756
1433,7275.8829,68.2792,185897.6567,1076.5569,7344.1621,186974.2136
1434,7288.5453,70.6914,186123.8533,1113.9039,7359.2366,187237.7572
1435,7290.7915,63.7444,186212.5561,1022.9839,7354.5359,187235.54
1436,7339.4985,62.4336,186831.7847,1004.6722,7401.9321,187836.4569
1437,7329.1166,61.0,186570.4697,976.0,7390.1166,187546.4697
1438,7275.7203,74.7956,185796.2694,1136.5828,7350.5158,186932.8522
1439,7273.3176,148.2431,185527.1933,2002.5933,7421.5607,187529.7867
1440,7028.8606,69.5072,181815.7275,864.2122,7098.3679,182679.9397
1441,7005.14,62.3922,181618.9022,871.6222,7067.5323,182490.5244
1442,6985.5128,60.6669,181430.4961,845.5278,7046.1798,182276.0239
1443,6988.483,66.1003,181515.2767,900.7567,7054.5833,182416.0333
1444,6992.6051,51.5836,181534.4128,705.2144,7044.1887,182239.6272
1445,7008.1833,22.9836,181680.2622,305.8033,7031.1669,181986.0656
1446,7007.0547,18.6206,181626.8256,246.4272,7025.6753,181873.2528
1447,7010.7151,16.0294,181724.91,198.4872,7026.7446,181923.3972
1448,7016.8974,44.1378,181862.3894,532.3356,7061.0352,182394.725
1449,7016.1706,117.0758,181761.9703,1410.1367,7133.2464,183172.1069
1450,7046.233,136.2269,182095.3119,1652.355,7182.46,183747.6669
1451,7134.4076,125.2758,183281.005,1530.4856,7259.6835,184811.4906
1452,7154.194,128.48,183500.4622,1577.8244,7282.674,185078.2867
1453,7150.437,145.5722,183472.3431,1765.6589,7296.0092,185238.0019
1454,7152.3815,175.4142,183405.1194,2119.9367,7327.7957,185525.0561
1455,7219.9251,203.0058,184277.3778,2454.6922,7422.9309,186732.07
1456,7298.7414,209.6744,185214.0786,2548.0211,7508.4158,187762.0997
1457,7336.7593,196.8792,185792.5825,2404.1611,7533.6385,188196.7436
1458,7309.6169,201.0944,185304.5358,2453.405,7510.7113,187757.9408
1459,7307.8611,195.7583,185194.4906,2385.4978,7503.6194,187579.9883
1460,7348.8569,181.8261,185875.4561,2251.1156,7530.683,188126.5717
1461,7384.1106,148.3319,186767.2556,1852.3378,7532.4425,188619.5933
1462,7381.3786,147.2175,186670.0975,1838.9411,7528.5961,188509.0386
1463,7370.7574,144.8864,186494.5772,1812.545,7515.6438,188307.1222
1464,7043.2186,75.2017,181773.9453,902.42,7118.4202,182676.3653
1465,7043.055,68.6964,181745.9278,830.8344,7111.7514,182576.7622
1466,7017.8112,97.2575,181445.8722,1206.65,7115.0687,182652.5222
1467,6998.6439,89.5047,181229.9044,1140.2678,7088.1487,182370.1722
1468,6995.8134,84.8964,181266.6267,1086.7567,7080.7098,182353.3833
1469,7018.5827,83.5722,181534.4142,1070.8667,7102.1549,182605.2808
1470,7024.4703,79.1275,181642.11,991.39,7103.5978,182633.5
1471,7024.9755,85.0858,181711.4344,1039.1011,7110.0613,182750.5356
1472,7022.0992,93.0964,181714.3717,1143.3767,7115.1956,182857.7483
1473,7062.3084,93.0525,182564.7844,1135.8872,7155.3609,183700.6717
1474,7073.2561,105.9553,182710.8506,1305.9178,7179.2114,184016.7683
1475,7086.1395,101.9867,182808.8356,1272.4911,7188.1262,184081.3267
1476,7098.9784,96.1242,183112.215,1204.6728,7195.1026,184316.8878
1477,7117.0447,88.6097,183333.18,1119.3167,7205.6545,184452.4967
1478,7129.7022,77.9772,183432.5494,991.7267,7207.6794,184424.2761
1479,7141.9714,84.7386,183599.9694,1057.85,7226.71,184657.8194
1480,7177.334,84.1292,183797.5611,1049.55,7261.4631,184847.1111
1481,7193.9522,104.6947,184177.6472,1296.3367,7298.6469,185473.9839
1482,7214.9271,106.6631,184444.37,1302.5544,7321.5902,185746.9244
1483,7216.3068,120.0933,184432.0942,1456.8267,7336.4001,185888.9208
1484,7206.6944,121.8144,184312.1122,1466.0933,7328.5088,185778.2056
1485,7209.5286,117.2939,184171.7622,1407.5267,7326.8225,185579.2889
1486,7225.5515,62.4714,184496.7306,749.6567,7288.0229,185246.3872
1487,7217.4436,112.4144,184541.5706,1348.9733,7329.858,185890.5439
1488,6991.0828,72.6178,181619.3603,909.62,7063.7005,182528.9803
1489,6956.2268,74.1083,181254.4892,983.9511,7030.3352,182238.4403
1490,6943.2041,64.3314,181135.0411,947.9767,7007.5354,182083.0178
1491,6941.1885,79.6317,181115.5378,1135.1511,7020.8202,182250.6889
1492,6937.7339,87.76,181147.6506,1233.12,7025.4939,182380.7706
1493,6944.7164,98.3631,181179.935,1360.3567,7043.0795,182540.2917
1494,6943.5383,101.8658,181198.8522,1402.39,7045.4041,182601.2422
1495,6948.8375,100.0386,181314.2583,1380.4633,7048.8761,182694.7217
1496,6957.3272,104.3467,181493.4478,1432.16,7061.6738,182925.6078
1497,6955.1594,95.1169,181367.1089,1250.7367,7050.2763,182617.8456
1498,6962.3485,104.9883,181463.3386,1264.0644,7067.3368,182727.4031
1499,7017.5437,110.8953,182554.1792,1330.7433,7128.439,183884.9225
1500,7054.4935,112.7669,183262.0839,1353.2033,7167.2604,184615.2872
1501,7068.4041,112.1011,183460.9211,1345.2133,7180.5052,184806.1344
1502,7075.9757,105.2636,183496.4233,1263.1633,7181.2393,184759.5867
1503,7087.6935,96.2519,183601.5678,1155.0233,7183.9454,184756.5911
1504,7164.8219,87.0708,184239.3294,1044.85,7251.8928,185284.1794
1505,7169.7545,81.4189,184317.0328,977.0267,7251.1734,185294.0594
1506,7190.4504,73.4128,184525.2753,880.9533,7263.8632,185406.2286
1507,7165.6576,64.1497,184229.1333,769.7967,7229.8073,184998.93
1508,7171.8566,51.7267,184126.9261,620.72,7223.5833,184747.6461
1509,7180.5798,26.5736,184205.8589,318.8833,7207.1534,184524.7422
1510,7183.8811,16.1911,184525.8717,194.2933,7200.0722,184720.165
1511,7178.3826,10.5164,184724.1317,126.1967,7188.8989,184850.3283
1512,6965.715,18.8219,181565.2544,225.8633,6984.5369,181791.1178
1513,6965.2021,44.3125,181645.6572,531.75,7009.5146,182177.4072
1514,6968.286,55.9764,181530.2083,672.3322,7024.2624,182202.5406
1515,6963.968,65.5603,181482.1589,790.7233,7029.5283,182272.8822
1516,6959.1722,69.42,181569.9239,837.04,7028.5922,182406.9639
1517,6969.6447,69.7983,181674.3667,841.58,7039.443,182515.9467
1518,6973.0747,64.1322,181885.2933,773.5867,7037.2069,182658.88
1519,6970.5247,59.4894,181965.8222,719.0989,7030.0142,182684.9211
1520,6968.0729,58.4189,181918.0222,705.0267,7026.4917,182623.0489
1521,6964.3302,35.2603,181851.1567,423.8744,6999.5905,182275.0311
1522,6970.2113,19.7519,181953.6136,237.0233,6989.9632,182190.6369
1523,6987.0817,20.8969,182329.0411,250.7633,7007.9786,182579.8044
1524,6994.7315,23.2358,182507.6397,278.83,7017.9674,182786.4697
1525,7006.5199,19.4506,182676.6006,233.4067,7025.9705,182910.0072
1526,7032.866,18.8456,183133.805,219.5844,7051.7115,183353.3894
1527,7065.605,28.26,183549.5133,278.8978,7093.865,183828.4111
1528,7121.7252,33.2856,183609.8889,303.1667,7155.0107,183913.0556
1529,7129.5735,35.0267,183704.7489,329.3467,7164.6002,184034.0956
1530,7128.0337,37.4231,183871.9567,348.8144,7165.4567,184220.7711
1531,7129.8713,31.6117,184024.9189,301.9689,7161.483,184326.8878
1532,7136.4797,42.4603,184021.1939,436.99,7178.94,184458.1839
1533,7159.7978,38.2319,184261.4539,411.9167,7198.0297,184673.3706
1534,7197.3813,42.4642,184627.0356,470.8944,7239.8455,185097.93
1535,7244.1778,52.3025,185488.4722,601.3567,7296.4803,186089.8289
1536,7073.7054,56.6306,182457.1689,667.1133,7130.336,183124.2822
1537,7003.2386,55.8503,181674.7978,688.5067,7059.0889,182363.3044
1538,6911.0202,41.9478,180755.8778,563.8133,6952.968,181319.6911
1539,6921.0545,63.9744,180971.7606,1079.0344,6985.0289,182050.795
1540,6919.8287,72.5167,180991.6378,1283.64,6992.3453,182275.2778
1541,6930.8053,71.0644,181151.6417,1258.7733,7001.8697,182410.415
1542,6938.131,65.4914,181329.5428,1183.3117,7003.6224,182512.8544
1543,6938.5377,55.9708,181391.3994,1059.65,6994.5086,182451.0494
1544,6932.6678,61.5314,181291.5378,1126.3767,6994.1992,182417.9144
1545,6939.2873,70.7111,181347.7122,1234.4178,7009.9984,182582.13
1546,6993.2864,78.7606,182404.2211,1340.7444,7072.047,183744.9656
1547,7004.8395,70.7347,182698.6911,1159.4039,7075.5742,183858.095
1548,7018.0162,68.7633,182818.1089,1119.16,7086.7795,183937.2689
1549,7029.9405,63.7711,183072.7161,1059.2533,7093.7116,184131.9694
1550,7040.704,62.7964,183166.5406,1047.5567,7103.5004,184214.0972
1551,7044.6449,49.7761,183163.0994,735.0644,7094.421,183898.1639
1552,7094.9325,40.4789,183539.9878,555.8356,7135.4114,184095.8233
1553,7092.5376,38.82,183580.8572,495.84,7131.3576,184076.6972
1554,7121.1001,45.0,183895.1572,570.0,7166.1001,184465.1572
1555,7124.0513,44.4386,183882.3778,563.2633,7168.4899,184445.6411
1556,7110.6378,41.2236,183823.4644,536.7344,7151.8614,184360.1989
1557,7116.2719,45.2931,184082.1622,556.2817,7161.5649,184638.4439
1558,7107.7313,44.7444,184001.9683,548.9333,7152.4757,184550.9017
1559,7125.396,43.4583,184181.7258,533.4956,7168.8543,184715.2214
1560,6874.3926,35.7039,180359.5633,424.4467,6910.0964,180784.01
1561,6845.8489,33.9044,180089.6994,416.6489,6879.7533,180506.3483
1562,6862.8111,32.9097,180564.2367,414.9167,6895.7209,180979.1533
1563,6875.5099,38.7431,180882.6617,488.4078,6914.253,181371.0694
1564,6880.6234,40.0,181035.8594,504.0,6920.6234,181539.8594
1565,6893.7149,39.1631,181222.5178,493.9567,6932.878,181716.4744
1566,6902.6939,31.0492,181305.7294,396.59,6933.7431,181702.3194
1567,6902.1412,24.0,181275.9956,312.0,6926.1412,181587.9956
1568,6898.6509,22.5581,181176.4144,292.8739,6921.209,181469.2883
1569,6901.9154,27.4297,181221.8256,341.0756,6929.3452,181562.9011
1570,6883.6956,43.4186,180849.9017,533.0233,6927.1142,181382.925
1571,6892.1774,41.1622,180900.9028,505.9467,6933.3396,181406.8494
1572,6894.9975,36.7644,180986.5472,453.1733,6931.762,181439.7206
1573,6890.4643,32.54,181028.3222,402.48,6923.0043,181430.8022
1574,6908.4136,36.8214,181323.6917,453.8567,6945.235,181777.5483
1575,6910.5587,33.8006,181331.3522,417.8256,6944.3593,181749.1778
1576,6967.8958,33.1381,181770.2383,409.6567,7001.0339,182179.895
1577,6975.3026,33.4469,181852.6456,413.3633,7008.7495,182266.0089
1578,6993.6723,38.9958,182242.8717,479.95,7032.6682,182722.8217
1579,6995.5054,65.7011,182123.705,800.4133,7061.2065,182924.1183
1580,6999.5333,63.2769,182151.0644,771.3233,7062.8102,182922.3878
1581,7011.5229,58.0183,182360.805,708.22,7069.5412,183069.025
1582,7038.2324,59.7383,182450.2869,728.86,7097.9708,183179.1469
1583,7055.834,59.7044,182749.5958,728.4489,7115.5384,183478.0447
1584,6644.8704,49.6953,177603.9042,595.7011,6694.5657,178199.6053
1585,6642.5371,42.3767,177793.1475,512.52,6684.9138,178305.6675
1586,6641.1618,40.2322,177798.3483,486.7867,6681.394,178285.135
1587,6644.6734,44.9703,177910.2272,546.8944,6689.6436,178457.1217
1588,6634.8721,41.555,177800.2172,506.66,6676.4271,178306.8772
1589,6647.4241,32.9828,177937.7628,403.7933,6680.4068,178341.5561
1590,6644.4373,21.7375,177988.0494,264.9922,6666.1748,178253.0417
1591,6647.1332,11.5108,178030.9256,139.1517,6658.6441,178170.0772
1592,6661.197,11.0,178334.6461,132.0,6672.197,178466.6461
1593,6663.68,12.0936,178354.51,151.9344,6675.7736,178506.4444
1594,6721.5153,23.2161,179030.1756,307.2356,6744.7314,179337.4111
1595,6824.6655,32.3158,180321.5667,436.4472,6856.9813,180758.0139
1596,6873.3547,28.2706,180664.3122,383.7878,6901.6252,181048.1
1597,6891.1657,20.58,181088.6461,276.12,6911.7457,181364.7661
1598,6937.2274,21.3617,181551.0289,290.0661,6958.589,181841.095
1599,6999.3699,34.2178,182428.6367,477.0489,7033.5877,182905.6856
1600,7119.9599,46.6633,183568.9897,649.7267,7166.6232,184218.7164
1601,7161.0234,46.7458,184202.5681,642.3978,7207.7692,184844.9658
1602,7163.2893,32.3575,184292.58,432.6294,7195.6468,184725.2094
1603,7169.6211,23.495,184324.4206,308.5075,7193.1161,184632.9281
1604,7223.2239,18.365,185600.5497,237.6586,7241.5889,185838.2083
1605,7208.5068,39.1614,185721.5933,791.2244,7247.6682,186512.8178
1606,7216.2803,53.4872,185824.7144,1130.255,7269.7675,186954.9694
1607,7209.4383,17.4233,185785.5256,274.4569,7226.8616,186059.9825
1608,6724.8958,8.0,174995.7872,92.0,6732.8958,175087.7872
1609,6696.2936,8.0,173807.9689,92.0,6704.2936,173899.9689
1610,6711.8494,8.0,174156.8003,92.0,6719.8494,174248.8003
1611,6699.9881,8.0336,174133.6517,92.5378,6708.0218,174226.1894
1612,6690.6929,9.0,174133.7411,108.0,6699.6929,174241.7411
1613,6695.0571,9.0,174263.3061,108.0,6704.0571,174371.3061
1614,6706.9093,11.0911,174595.13,137.2756,6718.0004,174732.4056
1615,6704.0094,9.0,174733.6744,108.0,6713.0094,174841.6744
1616,6711.3786,9.0,174935.4294,108.0,6720.3786,175043.4294
1617,6720.2934,9.0,175095.455,108.0,6729.2934,175203.455
1618,6812.7156,16.1811,176474.9279,215.4144,6828.8967,176690.3423
1619,6913.8649,37.0247,178332.0739,503.6861,6950.8896,178835.76
1620,6991.5961,31.0389,180064.5614,402.5444,7022.635,180467.1058
1621,6992.7446,13.4967,180116.1833,156.9533,7006.2413,180273.1367
1622,7034.6237,14.2581,181120.1208,174.2389,7048.8818,181294.3597
1623,7109.1393,34.45,183062.4478,466.2133,7143.5893,183528.6611
1624,7172.7218,23.7058,183965.1031,313.9333,7196.4276,184279.0364
1625,7263.4594,21.2922,185403.2239,279.9778,7284.7517,185683.2017
1626,7254.9639,19.1103,185184.1647,247.5439,7274.0742,185431.7086
1627,7272.5871,21.3919,185488.5431,291.8933,7293.979,185780.4364
1628,7307.1436,31.9408,185713.5639,438.1886,7339.0844,186151.7525
1629,7243.8699,61.2044,185461.0678,793.2306,7305.0743,186254.2983
1630,7235.0896,59.92,185511.4944,779.2761,7295.0096,186290.7706
1631,7227.8294,62.7136,185523.9775,822.3283,7290.543,186346.3058
1632,6886.1553,26.2267,178918.1975,362.8344,6912.3819,179281.0319
1633,6860.0231,26.8117,178538.0389,367.3633,6886.8347,178905.4022
1634,6808.6811,21.3622,177991.2656,291.0711,6830.0433,178282.3367
1635,6793.9974,20.4908,177842.04,281.8314,6814.4882,178123.8714
1636,6784.5686,22.9375,177858.2017,319.0625,6807.5061,178177.2642
1637,6774.4283,23.3894,177935.52,325.8417,6797.8178,178261.3617
1638,6768.0835,23.6944,177914.5983,330.4025,6791.7779,178245.0008
1639,6766.3582,24.6094,177930.7906,344.1417,6790.9676,178274.9322
1640,6745.8228,24.0,177596.6272,335.0,6769.8228,177931.6272
1641,6747.5406,24.3017,177665.3244,339.8267,6771.8422,178005.1511
1642,6838.1682,27.8442,178893.2939,391.6367,6866.0124,179284.9306
1643,6926.8039,24.6164,179900.4806,346.6897,6951.4203,180247.1703
1644,6966.5037,20.2522,180649.6844,279.3592,6986.756,180929.0436
1645,6999.0972,17.1472,180948.0394,233.4983,7016.2444,181181.5378
1646,7038.875,18.6142,181387.9067,252.5178,7057.4892,181640.4244
1647,7131.326,43.7553,183685.7167,563.5883,7175.0812,184249.305
1648,7204.8526,47.6392,184471.6356,620.0733,7252.4917,185091.7089
1649,7254.751,53.9889,185118.56,712.8089,7308.7399,185831.3689
1650,7312.9069,69.1294,186175.0236,1013.1894,7382.0363,187188.2131
1651,7318.2633,47.4225,186763.7997,620.5889,7365.6858,187384.3886
1652,7351.0796,42.3378,188059.3742,544.4711,7393.4174,188603.8453
1653,7358.1619,53.1403,188296.9483,682.4244,7411.3022,188979.3728
1654,7383.2456,54.2681,188750.8642,692.7006,7437.5136,189443.5647
1655,7315.6943,60.1483,187826.23,777.8906,7375.8426,188604.1206
1656,6781.2393,38.0967,172415.1322,529.3533,6819.3359,172944.4856
1657,6703.6526,39.9656,171532.1625,587.3933,6743.6182,172119.5558
1658,6676.5506,33.9978,171287.3839,490.3289,6710.5483,171777.7128
1659,6694.4708,30.5889,171434.1406,443.9467,6725.0597,171878.0872
1660,6700.3256,27.0,171525.8867,394.0,6727.3256,171919.8867
1661,6715.9536,27.0,171736.3675,394.0,6742.9536,172130.3675
1662,6719.0931,33.7833,171975.0044,557.17,6752.8764,172532.1744
1663,6718.2064,20.4767,171992.0933,302.5978,6738.6831,172294.6911
1664,6724.16,20.8856,172007.1556,305.2833,6745.0456,172312.4389
1665,6728.8778,21.3969,172057.4289,312.5572,6750.2747,172369.9861
1666,6839.6142,41.0519,175987.5797,555.5433,6880.6661,176543.1231
1667,6971.9285,42.7703,180034.3897,572.0156,7014.6988,180606.4053
1668,6990.0438,39.13,180499.2514,520.745,7029.1738,181019.9964
1669,6964.1249,37.4478,180268.9358,500.0061,7001.5726,180768.9419
1670,6984.7878,40.4811,180878.9386,498.3478,7025.2689,181377.2864
1671,7109.3438,36.26,184782.5967,481.3644,7145.6038,185263.9611
1672,7264.5388,42.5575,189700.85,654.0811,7307.0963,190354.9311
1673,7308.8779,54.6356,191291.1994,926.2378,7363.5135,192217.4372
1674,7314.9366,65.0831,191128.3503,1116.8414,7380.0197,192245.1917
1675,7306.0706,60.0528,191120.3225,979.3228,7366.1233,192099.6453
1676,7331.0172,52.4542,191535.3728,859.9567,7383.4714,192395.3294
1677,7335.1461,42.8431,191512.6706,663.8028,7377.9892,192176.4733
1678,7322.084,48.5553,191417.7314,748.15,7370.6393,192165.8814
1679,7321.4504,49.3411,191871.9544,757.3772,7370.7915,192629.3317
1680,6677.7435,34.0,170070.6064,548.0,6711.7435,170618.6064
1681,6660.0264,30.7122,169990.0256,481.1511,6690.7386,170471.1767
1682,6647.9954,20.1756,169929.5367,282.4578,6668.171,170211.9944
1683,6656.6344,18.0,169992.7533,252.0,6674.6344,170244.7533
1684,6645.5117,18.6772,169959.5089,262.8356,6664.1889,170222.3444
1685,6653.5786,19.0,170145.4433,268.0,6672.5786,170413.4433
1686,6652.0637,19.0,170165.0283,268.0,6671.0637,170433.0283
1687,6656.1396,18.9481,169921.4706,267.1689,6675.0876,170188.6394
1688,6654.6854,19.0,169925.3572,268.0,6673.6854,170193.3572
1689,6664.8161,19.3114,170118.1489,272.3594,6684.1275,170390.5083
1690,6707.4625,21.16,170896.4106,296.8711,6728.6225,171193.2817
1691,6809.3914,30.0011,172792.3597,415.3333,6839.3925,173207.6931
